,ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
0,2023,11710,송파구,10800,문정동,1,대지,0652,0004,힐스테이트에코문정,20230805,20500,20.79,32.68,4.0,,,2018,오피스텔,중개거래,서울 송파구
1,2023,11560,영등포구,10900,영등포동8가,1,대지,0051,0001,메이준,20230804,8000,17.44,25.56,6.0,,,2012,오피스텔,중개거래,서울 영등포구
2,2023,11380,은평구,10500,구산동,1,대지,0345,0020,솔빛엘르빌,20230804,22000,49.3,27.73,2.0,,,2012,연립다세대,중개거래,서울 은평구
3,2023,11620,관악구,10100,봉천동,1,대지,1708,0000,두산,20230804,80000,59.92,0.0,10.0,,,2000,아파트,중개거래,서울 관악구
4,2023,11500,강서구,10300,화곡동,1,대지,1071,0007,와이앤비,20230804,22500,25.38,15.19,3.0,,,2017,연립다세대,중개거래,서울 강서구
5,2023,11500,강서구,10300,화곡동,1,대지,0338,0006,가이아팰리스,20230804,26750,29.99,18.72,2.0,,,2019,연립다세대,중개거래,서울 양천구
6,2023,11440,마포구,12500,성산동,1,대지,0593,0002,상암 수린나 오피스텔,20230804,16500,17.55,27.64,10.0,,,2018,오피스텔,직거래,
7,2023,11740,강동구,10300,상일동,1,대지,0514,0000,고덕롯데캐슬베네루체,20230804,105000,59.98,0.0,11.0,,,2019,아파트,중개거래,서울 강동구
8,2023,11620,관악구,10100,봉천동,1,대지,1574,0001,생모리츠타운,20230804,11400,22.24,30.66,9.0,,,2007,오피스텔,직거래,
9,2023,11620,관악구,10100,봉천동,1,대지,0715,0185,(715-185),20230804,15000,41.06,31.3,1.0,,,1988,연립다세대,직거래,
10,2023,11230,동대문구,10500,답십리동,1,대지,0530,0017,한성아펠시티,20230804,25800,29.93,42.86,11.0,,,2019,오피스텔,중개거래,서울 동대문구
11,2023,11680,강남구,10100,역삼동,1,대지,0774,0034,리치웰빌라트2차,20230804,60000,47.42,29.78,6.0,,,2017,연립다세대,중개거래,서울 강남구
12,2023,11710,송파구,10500,석촌동,1,대지,0024,0003,석촌호수효성해링턴타워,20230804,28200,15.83,0.0,16.0,,,2015,아파트,중개거래,서울 송파구
13,2023,11215,광진구,10700,화양동,1,대지,0021,0020,광진캠퍼스시티,20230804,16000,17.49,28.61,16.0,,,2017,오피스텔,중개거래,서울 광진구
14,2023,11545,금천구,10200,독산동,1,대지,1040,0025,수정빌라(1040-25),20230804,16000,51.46,21.23,4.0,,,2000,연립다세대,직거래,
15,2023,11290,성북구,13800,장위동,1,대지,0233,0266,동원리츠빌102동,20230804,39500,51.51,24.52,1.0,,,2003,연립다세대,중개거래,서울 성북구
16,2023,11320,도봉구,10500,쌍문동,1,대지,0325,0003,경모빌라트8차,20230804,20000,50.16,25.6,-1.0,,,2002,연립다세대,직거래,
17,2023,11740,강동구,10500,길동,1,대지,0330,0005,길동애드하우징,20230804,23000,22.35,18.47,6.0,,,2016,연립다세대,직거래,
18,2023,11500,강서구,10200,등촌동,1,대지,0687,0000,"등촌1,2단지주공아파트",20230804,40000,41.85,0.0,14.0,,,1994,아파트,직거래,
19,2023,11260,중랑구,10100,면목동,1,대지,1362,0000,(1362-0),20230803,23000,48.6,61.06,2.0,,,1979,연립다세대,직거래,
20,2023,11530,구로구,10700,개봉동,1,대지,0343,0021,오복뜨란채,20230803,28500,69.01,37.49,5.0,,,2006,연립다세대,중개거래,경기 부천시
21,2023,11545,금천구,10100,가산동,1,대지,0237,0089,다원빌라,20230803,12000,28.78,18.14,2.0,,,1991,연립다세대,중개거래,서울 금천구
22,2023,11320,도봉구,10600,방학동,1,대지,0603,0022,성일하이츠빌,20230803,14000,54.81,20.1,4.0,,,2002,연립다세대,중개거래,서울 도봉구
23,2023,11260,중랑구,10500,망우동,1,대지,0515,0020,(515-20),20230803,45000,48.86,25.6,6.0,,,2022,연립다세대,직거래,
24,2023,11290,성북구,13300,정릉동,1,대지,0239,0000,정릉풍림아이원,20230803,50000,59.88,0.0,7.0,,,2005,아파트,중개거래,서울 성북구
25,2023,11500,강서구,10500,마곡동,1,대지,0795,0002,마곡아이파크,20230803,16500,24.14,35.25,10.0,,,2016,오피스텔,직거래,
26,2023,11380,은평구,10700,응암동,1,대지,0088,0008,응암아네스트,20230803,12000,22.58,31.88,3.0,,,2014,오피스텔,중개거래,서울 은평구
27,2023,11440,마포구,10800,대흥동,1,대지,0660,0000,마포태영,20230803,109000,59.4,0.0,20.0,,,1999,아파트,중개거래,서울 마포구
28,2023,11740,강동구,10900,천호동,1,대지,0425,0003,천호역 한강 푸르지오시티,20230803,17800,25.24,35.91,26.0,,,2015,오피스텔,직거래,
29,2023,11200,성동구,10900,금호동1가,1,대지,1500,0000,금호삼성래미안,20230803,91500,59.95,0.0,1.0,,,2001,아파트,중개거래,서울 성동구
30,2023,11620,관악구,10200,신림동,1,대지,0646,0294,우전아트빌(646-294),20230803,21000,58.18,33.9,2.0,,,2006,연립다세대,직거래,
31,2023,11230,동대문구,10600,장안동,1,대지,0415,0010,글로벌팰리스,20230803,29000,27.0,0.0,8.0,,,2019,아파트,중개거래,서울 동대문구
32,2023,11320,도봉구,10600,방학동,1,대지,0507,0000,우성아파트1,20230803,42800,51.91,0.0,5.0,,,1992,아파트,중개거래,서울 도봉구
33,2023,11380,은평구,10400,갈현동,1,대지,0012,0146,금당빌라,20230803,52500,42.44,22.66,2.0,,,1991,연립다세대,중개거래,서울 은평구
34,2023,11320,도봉구,10800,도봉동,1,대지,0573,0015,진주5,20230803,11000,41.46,34.67,2.0,,,1987,연립다세대,중개거래,서울 도봉구
35,2023,11380,은평구,10700,응암동,1,대지,0767,0000,백련산에스케이뷰아이파크,20230803,92000,84.9,0.0,11.0,,,2020,아파트,중개거래,서울 은평구
36,2023,11305,강북구,10300,수유동,1,대지,0572,0050,협신빌라,20230803,13000,37.44,35.0,3.0,,,1990,연립다세대,중개거래,서울 강북구
37,2023,11470,양천구,10100,신정동,1,대지,0329,0000,목동신시가지14,20230803,160000,84.87,0.0,7.0,,,1987,아파트,중개거래,서울 양천구
38,2023,11410,서대문구,11700,연희동,1,대지,0745,0000,연희자이엘라,20230803,14500,13.64,0.0,2.0,,,2014,아파트,중개거래,서울 마포구
39,2023,11560,영등포구,13200,신길동,1,대지,4934,0000,삼성래미안,20230803,75000,59.33,0.0,5.0,,,2001,아파트,중개거래,서울 영등포구
40,2023,11170,용산구,10100,후암동,1,대지,0055,0050,스카이힐,20230803,49200,29.88,14.97,3.0,,,2020,연립다세대,중개거래,서울 서대문구
41,2023,11530,구로구,10700,개봉동,1,대지,0342,0038,뉴스카이빌,20230803,32300,74.25,43.4,5.0,,,2008,연립다세대,중개거래,경기 부천시
42,2023,11230,동대문구,10500,답십리동,1,대지,0475,0134,"주함해븐빌5동,6동",20230803,54500,57.69,37.56,2.0,,,2014,연립다세대,중개거래,서울 동대문구
43,2023,11440,마포구,10300,신공덕동,1,대지,0005,0038,모던하우스,20230803,33800,28.59,20.0,4.0,,,2019,연립다세대,직거래,
44,2023,11470,양천구,10100,신정동,1,대지,0973,0039,신성스카이뷰,20230803,34000,26.97,10.22,5.0,,,2020,연립다세대,중개거래,서울 중구
45,2023,11470,양천구,10300,신월동,1,대지,0231,0010,하나IPARK,20230803,32800,47.0,27.78,6.0,,,2015,연립다세대,직거래,
46,2023,11320,도봉구,10600,방학동,1,대지,0639,0000,현대빌라(639),20230803,14000,50.76,21.26,1.0,,,1993,연립다세대,직거래,
47,2023,11710,송파구,10800,문정동,1,대지,0622,0000,송파한화오벨리스크,20230803,56900,59.03,75.99,13.0,,,2013,오피스텔,중개거래,서울 송파구
48,2023,11620,관악구,10200,신림동,1,대지,0659,0002,석영,20230803,46000,48.02,29.02,2.0,,,2022,연립다세대,직거래,
49,2023,11440,마포구,12700,상암동,1,대지,1748,0000,상암 오벨리스크 2차,20230803,15000,24.2,31.49,4.0,,,2014,오피스텔,직거래,
50,2023,11740,강동구,10600,둔촌동,1,대지,0461,0004,최초의공감,20230803,29000,23.44,15.59,2.0,,,2019,연립다세대,중개거래,"서울 강동구, 서울 성동구"
51,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25100,29.98,42.49,8.0,,,2023,오피스텔,직거래,
52,2023,11440,마포구,12200,합정동,1,대지,0437,0004,영성빌라A동,20230802,26000,40.71,18.56,-1.0,,,1991,연립다세대,중개거래,서울 마포구
53,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25750,29.98,43.04,11.0,,,2023,오피스텔,직거래,
54,2023,11620,관악구,10100,봉천동,1,대지,0869,0006,서울대역 마에스트로,20230802,10000,14.67,22.64,8.0,,,2012,오피스텔,중개거래,서울 관악구
55,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25600,29.98,42.49,11.0,,,2023,오피스텔,직거래,
56,2023,11110,종로구,16700,충신동,,,,,,20230802,37000,91.38,71.7,0.0,,,1981,단독다가구,중개거래,서울 관악구
57,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25450,29.97,43.01,9.0,,,2023,오피스텔,직거래,
58,2023,11440,마포구,12700,상암동,1,대지,1655,0000,상암월드컵파크4단지,20230802,115000,84.76,0.0,9.0,,,2006,아파트,중개거래,서울 서대문구
59,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28550,29.95,11.36,3.0,,,2023,연립다세대,직거래,
60,2023,11680,강남구,11800,도곡동,1,대지,0961,0000,현대아파트1동~3동,20230802,138600,84.96,0.0,7.0,,,1994,아파트,직거래,
61,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28550,29.95,11.36,4.0,,,2023,연립다세대,직거래,
62,2023,11500,강서구,10300,화곡동,1,대지,1162,0000,우장산파크빌,20230802,23300,38.59,21.11,6.0,,,2013,연립다세대,중개거래,인천 부평구
63,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28950,29.85,11.32,4.0,,,2023,연립다세대,직거래,
64,2023,11710,송파구,10800,문정동,1,대지,0618,0000,파크하비오(204동),20230802,44300,46.58,58.86,8.0,,,null,오피스텔,중개거래,서울 송파구
65,2023,11650,서초구,10700,반포동,1,대지,0001,0001,래미안 원베일리,20230802,289000,59.96,0.0,21.0,입주권,,0,아파트,중개거래,서울 서초구
66,2023,11440,마포구,11100,신수동,,,,,,20230802,40000,43.44,83.0,0.0,,,1969,단독다가구,직거래,
67,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28950,29.85,11.32,5.0,,,2023,연립다세대,직거래,
68,2023,11710,송파구,10800,문정동,1,대지,0618,0000,파크하비오(204동),20230802,20000,25.12,31.74,6.0,,,null,오피스텔,중개거래,서울 송파구
69,2023,11380,은평구,10400,갈현동,1,대지,0406,0020,금강,20230802,14500,29.15,19.81,4.0,,,2001,연립다세대,중개거래,서울 은평구
70,2023,11305,강북구,10300,수유동,1,대지,0546,0003,청솔하이츠빌리지,20230802,16000,59.0,26.93,5.0,,,2001,연립다세대,중개거래,서울 강북구
71,2023,11500,강서구,10400,가양동,1,대지,1485,0000,가양6단지,20230802,72500,49.5,0.0,3.0,,,1992,아파트,직거래,
72,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28950,29.85,11.32,6.0,,,2023,연립다세대,직거래,
73,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28950,29.85,11.32,3.0,,,2023,연립다세대,직거래,
74,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,24950,29.78,42.75,7.0,,,2023,오피스텔,직거래,
75,2023,11680,강남구,10100,역삼동,1,대지,0823,0026,강남역두산위브센티움,20230802,21500,28.71,39.3,5.0,,,2004,오피스텔,중개거래,서울 강남구
76,2023,11560,영등포구,12100,문래동3가,1,대지,0013,0000,문래해태,20230802,68000,84.69,0.0,13.0,,,1999,아파트,중개거래,서울 영등포구
77,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25450,29.97,43.01,10.0,,,2023,오피스텔,직거래,
78,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25600,29.97,43.01,11.0,,,2023,오피스텔,직거래,
79,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25100,29.97,43.01,8.0,,,2023,오피스텔,직거래,
80,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25100,29.98,42.5,7.0,,,2023,오피스텔,직거래,
81,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25600,29.98,43.04,10.0,,,2023,오피스텔,직거래,
82,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25450,29.98,42.49,10.0,,,2023,오피스텔,직거래,
83,2023,11590,동작구,10200,상도동,1,대지,0126,0089,그린빌라,20230802,21700,51.3,26.8,1.0,,,1994,연립다세대,중개거래,서울 서초구
84,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25600,29.98,43.04,9.0,,,2023,오피스텔,직거래,
85,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25450,29.98,42.49,9.0,,,2023,오피스텔,직거래,
86,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,25200,29.98,43.04,8.0,,,2023,오피스텔,직거래,
87,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28300,29.99,11.38,6.0,,,2023,연립다세대,직거래,
88,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28300,29.99,11.38,3.0,,,2023,연립다세대,직거래,
89,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28300,29.99,11.38,5.0,,,2023,연립다세대,직거래,
90,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28300,29.99,11.38,4.0,,,2023,연립다세대,직거래,
91,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,27950,33.37,47.82,7.0,,,2023,오피스텔,직거래,
92,2023,11530,구로구,10200,구로동,1,대지,0793,0038,(793-38),20230802,20850,57.57,21.1,-1.0,,,2000,연립다세대,중개거래,서울 금천구
93,2023,11110,종로구,12100,신문로2가,1,대지,0171,0000,디팰리스,20230802,120150,51.34,78.9,7.0,,,2020,오피스텔,직거래,
94,2023,11620,관악구,10200,신림동,1,대지,0746,0043,건영1,20230802,40000,41.04,0.0,12.0,,,1984,아파트,중개거래,서울 관악구
95,2023,11470,양천구,10100,신정동,1,대지,0329,0000,목동신시가지14,20230802,140000,71.4,0.0,7.0,,,1987,아파트,중개거래,서울 양천구
96,2023,11470,양천구,10100,신정동,1,대지,0329,0000,목동신시가지14,20230802,112000,55.02,0.0,13.0,,,1987,아파트,중개거래,서울 양천구
97,2023,11545,금천구,10200,독산동,1,대지,1068,0004,모던하우스,20230802,15200,26.67,16.68,4.0,,,2012,연립다세대,직거래,
98,2023,11320,도봉구,10700,창동,1,대지,0749,0015,라르플레이스2단지,20230802,19900,29.16,36.98,12.0,,,2019,오피스텔,중개거래,서울 도봉구
99,2023,11200,성동구,11000,금호동2가,1,대지,1215,0000,금호자이1차,20230802,148000,84.98,0.0,10.0,,,2012,아파트,직거래,
100,2023,11680,강남구,10700,신사동,1,대지,0555,0034,(555-34),20230802,19500,27.01,19.42,2.0,,,2011,연립다세대,직거래,
101,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28550,29.95,11.36,6.0,,,2023,연립다세대,직거래,
102,2023,11290,성북구,11800,동선동3가,1,대지,0259,0006,동선로스빌,20230802,28550,29.95,11.36,5.0,,,2023,연립다세대,직거래,
103,2023,11260,중랑구,10100,면목동,,,,,,20230801,51000,156.87,93.6,0.0,,,1995,단독다가구,중개거래,서울 중랑구
104,2023,11260,중랑구,10100,면목동,1,대지,1281,0000,고암아트(B),20230801,24500,43.14,25.01,5.0,,,2002,연립다세대,직거래,
105,2023,11380,은평구,10300,불광동,1,대지,0090,0037,선우래미안,20230801,11700,15.16,13.2,1.0,,,2014,연립다세대,중개거래,서울 은평구
106,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,7500,18.45,23.54,1.0,,,2003,오피스텔,직거래,
107,2023,11470,양천구,10200,목동,1,대지,0539,0007,위너스이즈빌,20230801,28650,73.98,43.71,4.0,,,2005,연립다세대,직거래,
108,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,12500,17.28,22.04,1.0,,,2003,오피스텔,직거래,
109,2023,11560,영등포구,13300,대림동,,,,,,20230801,77000,216.88,111.2,0.0,,,1985,단독다가구,직거래,
110,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,13000,18.45,23.54,1.0,,,2003,오피스텔,직거래,
111,2023,11530,구로구,10200,구로동,1,대지,0651,0002,퀸즈파크 구일,20230801,13200,17.36,23.54,6.0,,,2019,오피스텔,중개거래,"서울 구로구, 서울 영등포구"
112,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,13000,16.4,20.92,2.0,,,2003,오피스텔,직거래,
113,2023,11140,중구,16200,신당동,1,대지,0067,0302,진흥하이츠빌라,20230801,34900,52.71,26.8,-1.0,,,1995,연립다세대,중개거래,서울 중구
114,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,7500,17.63,22.48,2.0,,,2003,오피스텔,직거래,
115,2023,11410,서대문구,11900,북가좌동,1,대지,0150,0000,요진,20230801,60000,82.08,0.0,16.0,,,1998,아파트,중개거래,서울 서대문구
116,2023,11545,금천구,10200,독산동,1,대지,1150,0000,금천 롯데캐슬 골드파크 2차,20230801,19000,27.03,38.83,11.0,,,2017,오피스텔,중개거래,서울 금천구
117,2023,11440,마포구,12300,망원동,1,대지,0518,0000,신부파스카5차,20230801,31000,37.21,0.0,1.0,,,2013,아파트,중개거래,서울 마포구
118,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,7500,17.63,22.48,1.0,,,2003,오피스텔,직거래,
119,2023,11530,구로구,11000,온수동,1,대지,0155,0000,온수힐스테이트,20230801,67000,84.97,0.0,2.0,,,2010,아파트,직거래,
120,2023,11110,종로구,18100,행촌동,1,대지,0210,0655,블렌하임빌리지(210-655),20230801,48000,71.26,28.94,1.0,,,2006,연립다세대,중개거래,서울 종로구
121,2023,11380,은평구,10700,응암동,1,대지,0088,0008,응암아네스트,20230801,13000,15.5,0.0,15.0,,,2014,아파트,중개거래,서울 은평구
122,2023,11230,동대문구,11000,이문동,1,대지,0225,0000,대림e-편한세상,20230801,71500,59.96,0.0,12.0,,,2003,아파트,중개거래,서울 동대문구
123,2023,11710,송파구,10700,가락동,1,대지,0913,0000,헬리오시티,20230801,260000,110.66,0.0,19.0,,,2018,아파트,중개거래,서울 송파구
124,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,8000,16.2,20.67,3.0,,,2003,오피스텔,직거래,
125,2023,11470,양천구,10200,목동,1,대지,0538,0002,서경홈타운,20230801,34000,29.03,19.39,4.0,,,2022,연립다세대,직거래,
126,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,7500,16.2,20.67,1.0,,,2003,오피스텔,직거래,
127,2023,11410,서대문구,11100,홍제동,1,대지,0057,0005,서대문푸르지오센트럴파크,20230801,109000,59.94,0.0,15.0,,,2022,아파트,중개거래,"서울 서대문구, 서울 종로구"
128,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,8000,17.63,22.48,3.0,,,2003,오피스텔,직거래,
129,2023,11710,송파구,10700,가락동,1,대지,0199,0000,프라자,20230801,139800,133.76,0.0,4.0,,,1985,아파트,중개거래,서울 송파구
130,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,12000,16.2,20.67,1.0,,,2003,오피스텔,직거래,
131,2023,11560,영등포구,13200,신길동,,,,,,20230801,269550,57.95,99.0,0.0,,,1973,단독다가구,중개거래,서울 영등포구
132,2023,11500,강서구,10500,마곡동,1,대지,0744,0000,마곡엠밸리9단지,20230801,123000,84.97,0.0,3.0,,,2021,아파트,중개거래,서울 강서구
133,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,8000,16.2,20.67,3.0,,,2003,오피스텔,직거래,
134,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,8000,17.28,22.04,2.0,,,2003,오피스텔,직거래,
135,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,7500,16.2,20.67,2.0,,,2003,오피스텔,직거래,
136,2023,11500,강서구,10400,가양동,1,대지,1459,0000,동신대아,20230801,110000,164.25,0.0,2.0,,,1993,아파트,직거래,
137,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,7500,16.2,20.67,2.0,,,2003,오피스텔,직거래,
138,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,13500,18.45,23.54,3.0,,,2003,오피스텔,직거래,
139,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,8000,18.45,23.54,2.0,,,2003,오피스텔,직거래,
140,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,15000,18.45,23.54,2.0,,,2003,오피스텔,직거래,
141,2023,11215,광진구,10400,광장동,1,대지,0578,0000,금호베스트빌,20230801,70000,84.91,0.0,10.0,,,2001,아파트,직거래,
142,2023,11560,영등포구,10300,영등포동2가,1,대지,0028,0118,그린나래,20230801,37500,56.51,63.16,5.0,,,2014,오피스텔,중개거래,서울 영등포구
143,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,8000,17.28,22.04,3.0,,,2003,오피스텔,직거래,
144,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,12500,16.4,20.92,3.0,,,2003,오피스텔,직거래,
145,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,7500,16.4,20.92,1.0,,,2003,오피스텔,직거래,
146,2023,11710,송파구,11100,방이동,1,대지,0043,0000,대명벨리온,20230801,18000,17.32,28.11,4.0,,,null,오피스텔,중개거래,서울 송파구
147,2023,11380,은평구,10800,역촌동,1,대지,0058,0030,거성리젠시(58-30),20230801,30000,59.64,33.28,2.0,,,2009,연립다세대,중개거래,서울 은평구
148,2023,11620,관악구,10100,봉천동,1,대지,1686,0019,봉천오피스텔,20230801,8000,18.45,23.54,3.0,,,2003,오피스텔,직거래,
149,2023,11410,서대문구,11100,홍제동,1,대지,0122,0025,(122-25),20230731,28000,35.56,25.8,-1.0,,,1993,연립다세대,중개거래,서울 서대문구
150,2023,11200,성동구,11400,성수동1가,1,대지,0656,0698,서울숲테라,20230731,44300,21.2,29.45,3.0,,,2023,오피스텔,직거래,
151,2023,11530,구로구,10700,개봉동,1,대지,0060,0101,거성푸르뫼,20230731,39000,59.89,0.0,12.0,,,1993,아파트,중개거래,서울 구로구
152,2023,11170,용산구,10200,용산동2가,1,대지,0001,0565,(1-565),20230731,25000,44.52,20.83,-1.0,,,1997,연립다세대,중개거래,서울 용산구
153,2023,11710,송파구,11200,오금동,1,대지,0043,0000,현대(2-4차),20230731,150000,170.32,0.0,7.0,,,1984,아파트,직거래,
154,2023,11650,서초구,10100,방배동,1,대지,1018,0001,삼익,20230731,184000,89.12,0.0,9.0,,,1981,아파트,중개거래,서울 서초구
155,2023,11470,양천구,10300,신월동,1,대지,0096,0003,은하예지움,20230731,28500,57.96,27.38,7.0,,,2010,연립다세대,중개거래,서울 강서구
156,2023,11740,강동구,10200,고덕동,1,대지,0523,0000,(523-0),20230731,50000,50.34,34.13,2.0,,,1986,연립다세대,직거래,
157,2023,11560,영등포구,12800,양평동4가,1,대지,0248,0000,코쿤빌,20230731,11400,15.98,7.93,4.0,,,2011,연립다세대,중개거래,서울 영등포구
158,2023,11260,중랑구,10300,중화동,1,대지,0208,0004,범양프레체,20230731,11400,17.94,0.0,11.0,,,2012,아파트,중개거래,서울 중랑구
159,2023,11200,성동구,11400,성수동1가,1,대지,0656,0698,서울숲테라,20230731,43900,21.2,29.45,2.0,,,2023,오피스텔,직거래,
160,2023,11380,은평구,10100,수색동,1,대지,0341,0006,DMC SK VIEW 아이파크포레,20230731,108000,84.95,0.0,12.0,입주권,,0,아파트,중개거래,서울 은평구
161,2023,11200,성동구,11400,성수동1가,1,대지,0656,0698,서울숲테라,20230731,43900,21.2,29.45,2.0,,,2023,오피스텔,직거래,
162,2023,11545,금천구,10200,독산동,1,대지,0972,0005,BROTHERSTOWN,20230731,20000,55.98,41.33,5.0,,,2007,연립다세대,중개거래,서울 금천구
163,2023,11200,성동구,11400,성수동1가,1,대지,0656,0698,서울숲테라,20230731,44700,21.2,29.45,2.0,,,2023,오피스텔,직거래,
164,2023,11305,강북구,10200,번동,1,대지,0148,0194,대광주택(마),20230731,16500,47.76,36.02,-1.0,,,1991,연립다세대,중개거래,서울 강북구
165,2023,11410,서대문구,11700,연희동,1,대지,0196,0001,연희궁,20230731,16000,42.38,0.0,4.0,,,1972,아파트,중개거래,서울 서대문구
166,2023,11650,서초구,10100,방배동,1,대지,0424,0028,롯데캐슬아르떼,20230731,318000,216.28,0.0,12.0,,,2013,아파트,중개거래,서울 서초구
167,2023,11380,은평구,10700,응암동,1,대지,0100,0032,진성위너스빌A,20230731,22500,41.61,25.32,3.0,,,2016,연립다세대,직거래,
168,2023,11500,강서구,10300,화곡동,1,대지,0362,0099,OK빌라,20230731,24500,51.2,34.44,2.0,,,2008,연립다세대,중개거래,경기 부천시
169,2023,11350,노원구,10200,월계동,1,대지,0366,0003,카펠라오피스텔,20230731,12700,30.0,39.19,4.0,,,2003,오피스텔,중개거래,서울 노원구
170,2023,11380,은평구,10700,응암동,1,대지,0742,0003,남청파인힐,20230731,42000,55.14,0.0,16.0,,,2001,아파트,중개거래,서울 서대문구
171,2023,11500,강서구,10600,내발산동,1,대지,0704,0001,아이디움101동,20230731,29000,57.4,36.31,2.0,,,2014,연립다세대,중개거래,서울 강서구
172,2023,11650,서초구,10200,양재동,1,대지,0379,0004,삼우파크빌라,20230731,30000,48.54,25.06,1.0,,,1995,연립다세대,직거래,
173,2023,11350,노원구,10400,하계동,1,대지,0354,0000,학여울청구,20230731,54000,59.4,0.0,17.0,,,1999,아파트,중개거래,서울 노원구
174,2023,11530,구로구,10700,개봉동,1,대지,0060,0082,거성푸르뫼2,20230731,65500,132.68,0.0,7.0,,,1994,아파트,중개거래,서울 구로구
175,2023,11740,강동구,10200,고덕동,1,대지,0649,0004,지월드고덕,20230731,29000,29.65,19.11,6.0,,,2022,연립다세대,직거래,
176,2023,11440,마포구,10100,아현동,1,대지,0346,0021,(346-21),20230731,27500,82.7,22.39,5.0,,,2001,연립다세대,중개거래,서울 마포구
177,2023,11500,강서구,10300,화곡동,1,대지,0984,0018,선경빌타운,20230731,23300,57.1,24.48,1.0,,,2001,연립다세대,직거래,
178,2023,11590,동작구,10700,사당동,1,대지,1133,0000,삼성래미안,20230731,135000,114.5,0.0,13.0,,,2003,아파트,중개거래,"서울 동작구, 서울 서초구"
